Address,Rooms,Price,Bedroom2,Bathroom,Landsize,YearBuilt,Regionname,Suburb,Type
20 Hawksbury Grn,4,740000,4,2,750,2008,Western Metropolitan,Caroline Springs,h
40 Whimbrel Cr,4,647000,4,2,688,2002,South-Eastern Metropolitan,Carrum Downs,h
3/180 Sycamore St,2,636500,2,1,0,1970,Southern Metropolitan,Caulfield South,u
1/11 Hiscock St,3,930000,3,2,0,2011,Southern Metropolitan,Chadstone,t
6 Harlington St,3,1018000,3,1,615,,South-Eastern Metropolitan,Clayton,h
251 Bell St,2,760000,2,1,378,1920,Northern Metropolitan,Coburg,h
5A Hardwick St,2,876000,2,2,134,2014,Northern Metropolitan,Coburg,t
3 Alexander Av,1,867000,1,1,741,,Northern Metropolitan,Coburg North,h
6/13 Alexander St,1,365000,1,1,0,1960,Northern Metropolitan,Collingwood,u
30 Alexander St,3,1297000,3,2,186,1890,Northern Metropolitan,Collingwood,h
11 Nareen Av,4,515000,4,1,616,,Northern Metropolitan,Coolaroo,h
5 Aspera Pl,4,670000,4,2,612,,South-Eastern Metropolitan,Cranbourne North,h
30 Allendale Rd,5,865000,4,2,974,1975,Eastern Metropolitan,Croydon,h
21 Dixon Av,4,760000,4,2,815,1960,Eastern Metropolitan,Croydon,h
434 Dorset Rd,3,725000,3,1,802,1980,Eastern Metropolitan,Croydon,h
5/15 Leigh Rd,2,480000,2,1,2040,,Eastern Metropolitan,Croydon,t
21 Taylors Rd,4,1120000,4,2,864,2008,Eastern Metropolitan,Croydon,h
2 Chifley Cr,3,465000,3,1,375,,South-Eastern Metropolitan,Dandenong North,h
24 Crawford Av,4,614000,4,2,680,,South-Eastern Metropolitan,Dandenong North,h
64 Waranga St,4,930000,4,2,830,1980,South-Eastern Metropolitan,Dandenong North,h
13 Cavendish Dr,3,557000,3,1,539,1985,Western Metropolitan,Deer Park,h
13 Poole St,3,650000,3,1,697,1955,Western Metropolitan,Deer Park,h
1 Belvoir Gdns,4,750000,4,2,655,,Western Metropolitan,Derrimut,h
2 Cormorant Pl,3,806000,3,2,539,1968,South-Eastern Metropolitan,Dingley Village,h
4 Marjorie Av,3,892000,3,1,564,,South-Eastern Metropolitan,Dingley Village,h
67 Hampshire Rd,3,1345000,3,3,823,,Eastern Metropolitan,Doncaster,h
103 High St,4,1430000,4,2,736,,Eastern Metropolitan,Doncaster,h
10 Margot Av,4,1663000,4,3,674,1982,Eastern Metropolitan,Doncaster,h
20 Dianne St,4,1310000,4,3,706,1970,Eastern Metropolitan,Doncaster East,h
2 Monet Ct,3,1530000,3,2,798,1978,Eastern Metropolitan,Doncaster East,h
26 Octantis St,4,1390000,4,3,664,,Eastern Metropolitan,Doncaster East,h
8 Raven St,3,1423000,3,2,643,,Eastern Metropolitan,Doncaster East,h
6/5 Sunray Ct,2,630000,2,1,196,2000,Eastern Metropolitan,Donvale,t
129 Banksia St,3,1300000,3,1,615,1950,Eastern Metropolitan,Eaglemont,h
96 Berry Av,5,1260000,5,6,900,1960,South-Eastern Metropolitan,Edithvale,h
6/17 Silver St,3,655000,3,1,197,2009,Eastern Metropolitan,Eltham,h
28 Weidlich Rd,4,792000,4,2,836,,Eastern Metropolitan,Eltham North,h
206/35 Ormond Rd,1,435000,1,1,1192,2009,Southern Metropolitan,Elwood,u
10/4 Poets Gr,1,350000,1,1,0,1960,Southern Metropolitan,Elwood,u
8 Efficient St,3,490000,3,2,375,2012,Northern Metropolitan,Epping,h
27 Hammond Dr,3,490000,3,1,597,,Northern Metropolitan,Epping,h
6/7 Houston St,3,392250,3,1,227,,Northern Metropolitan,Epping,u
2/8 Zurzolo Tce,2,417500,2,1,157,2000,Northern Metropolitan,Epping,h
20 Butler St,3,1000000,3,2,213,,Western Metropolitan,Essendon,h
9/44 Fletcher St,1,310000,1,1,0,,Western Metropolitan,Essendon,u
13 Gordon St,3,1398000,3,2,445,1960,Western Metropolitan,Essendon,h
2 Clendon Rd,3,664000,3,2,219,2010,Eastern Metropolitan,Ferntree Gully,t
2 Francis Cr,3,1900000,3,2,1869,,Eastern Metropolitan,Ferntree Gully,t
502/416 Gore St,2,790000,2,1,6367,1930,Northern Metropolitan,Fitzroy,u
604/353 Napier St,2,830000,2,2,4421,2011,Northern Metropolitan,Fitzroy,u
307/185 Rose St,1,456000,1,1,0,2011,Northern Metropolitan,Fitzroy,u
14 Clarence St,2,1000000,2,1,132,,Northern Metropolitan,Flemington,h
8/5 Saltriver Pl,3,800000,3,2,0,,Western Metropolitan,Footscray,t
87 Aquarius Dr,3,565000,3,1,713,1980,South-Eastern Metropolitan,Frankston,h
14 Hoadley Av,3,810000,3,1,835,1960,South-Eastern Metropolitan,Frankston South,h
19 Osborne Av,4,749000,4,2,561,1970,Western Metropolitan,Gladstone Park,h
13/11 Belmont Av,1,260000,1,1,0,1950,Southern Metropolitan,Glen Iris,u
1/15 Belmont Av,1,330000,1,1,0,1960,Southern Metropolitan,Glen Iris,u
11/62 Edgar St N,2,501000,2,1,2015,1960,Southern Metropolitan,Glen Iris,u
15 Alimar Rd,3,1908000,3,1,778,,Eastern Metropolitan,Glen Waverley,h
1 Dorset St,3,1070000,3,2,839,1970,Eastern Metropolitan,Glen Waverley,h
58 Bindi St,4,700000,4,2,655,1950,Northern Metropolitan,Glenroy,h
34 Glenroy Rd,3,805000,3,1,676,,Northern Metropolitan,Glenroy,h
155 Hilton St,3,721000,3,1,600,,Northern Metropolitan,Glenroy,h
4/71 Station Rd,2,400000,2,1,102,2012,Northern Metropolitan,Glenroy,t
270 West St,2,675000,2,2,248,2011,Northern Metropolitan,Glenroy,h
3/8 York St,4,656000,4,2,228,2003,Northern Metropolitan,Glenroy,t
53 Narbethong Dr,3,866000,3,2,743,1980,Northern Metropolitan,Greensborough,h
14 Wolangi Ct,4,1028000,4,3,925,,Northern Metropolitan,Greensborough,h
23 Fraserburgh Cr,4,783000,4,2,750,,Northern Metropolitan,Greenvale,h
4 Lysterfield Dr,5,800000,5,3,544,2008,Northern Metropolitan,Greenvale,h
9 Bond St,3,735000,3,1,626,1950,Northern Metropolitan,Hadfield,h
3A Neil St,2,595000,2,2,201,2005,Northern Metropolitan,Hadfield,t
28A North St,2,539000,2,2,160,,Northern Metropolitan,Hadfield,t
87 Frawley Rd,3,1300000,3,2,1801,,South-Eastern Metropolitan,Hallam,h
7/4 Small St,1,580000,1,2,486,2012,Southern Metropolitan,Hampton,u
3/8 Eldon Ct,2,771000,2,1,0,1992,Southern Metropolitan,Hampton East,t
75 Pound Rd,4,622000,4,2,654,1989,South-Eastern Metropolitan,Hampton Park,h
6 The Mews,3,400000,3,1,301,1998,South-Eastern Metropolitan,Hampton Park,h
5/29 Bell St,1,455000,1,1,0,1960,Southern Metropolitan,Hawthorn,u
1/1091 Burke Rd,2,615888,2,1,915,1970,Southern Metropolitan,Hawthorn East,u
100 Buckingham Dr,4,1430000,4,2,680,,Eastern Metropolitan,Heidelberg,h
7/74 Hawdon St,2,534000,2,1,2033,,Eastern Metropolitan,Heidelberg,u
12 Achilles St,3,575500,3,1,436,,Eastern Metropolitan,Heidelberg West,h
37 Buna St,3,600000,3,1,481,,Eastern Metropolitan,Heidelberg West,h
5/459 Waterdale Rd,2,445000,2,1,94,,Eastern Metropolitan,Heidelberg West,u
44 Graham Rd,3,1430000,3,1,703,,Southern Metropolitan,Highett,h
33 Haynes St,4,1820000,4,2,680,2006,Southern Metropolitan,Highett,h
19 Wolviston Av,4,660000,4,2,724,,Western Metropolitan,Hillside,h
40 Canterbury St,5,1475000,5,2,548,1920,Southern Metropolitan,Hughesdale,h
49 Carn Av,5,2100000,5,3,740,1960,Eastern Metropolitan,Ivanhoe,h
62 Hawker St,3,1510000,3,1,670,,Eastern Metropolitan,Ivanhoe,h
3/40 Magnolia Rd,3,880000,3,2,252,,Eastern Metropolitan,Ivanhoe,u
207 Waterdale Rd,2,1320000,2,1,620,1920,Eastern Metropolitan,Ivanhoe,h
17 Fidge Ct,2,575500,2,1,662,1960,Northern Metropolitan,Jacana,h
20 Hopkins Av,3,775000,3,2,547,,Western Metropolitan,Keilor,h
37 Parramatta Rd,4,635000,4,2,531,1975,Western Metropolitan,Keilor,h
14 Carbine Wy,3,675000,3,2,708,,Western Metropolitan,Keilor Downs,h
131 Odessa Av,3,620000,3,1,650,1985,Western Metropolitan,Keilor Downs,h
71 Nyah St,5,1005000,5,3,596,1970,Western Metropolitan,Keilor East,h
3A Warren Ct,4,710000,4,2,330,,Western Metropolitan,Keilor East,t
39 Flinders St,3,700000,3,1,590,1970,Western Metropolitan,Keilor Park,h
2/12 Randwick Dr,3,635000,3,2,174,2002,Western Metropolitan,Keilor Park,h
112/86 Altona St,2,438000,2,1,4267,,Northern Metropolitan,Kensington,u
101/18 Bent St,2,710000,2,2,2135,,Northern Metropolitan,Kensington,u
14/8 Mawbey St,1,390000,1,1,0,2000,Northern Metropolitan,Kensington,u
1/1203 Burke Rd,3,1205000,3,2,257,,Southern Metropolitan,Kew,t
88 Gladstone St,3,1410000,3,1,404,1930,Southern Metropolitan,Kew,h
9/78 Walpole St,1,520000,1,1,0,,Southern Metropolitan,Kew,u
42 Byron Rd,3,811000,3,1,992,1957,Eastern Metropolitan,Kilsyth,h
23 Cyprus St,3,710500,3,2,655,1975,Northern Metropolitan,Lalor,h
18 Howell St,3,752000,3,1,604,1950,Northern Metropolitan,Lalor,h
17 Menzies Pde,3,622000,3,1,575,1970,Northern Metropolitan,Lalor,h
1/1 Clarendon St,3,650000,3,2,159,2016,Western Metropolitan,Maidstone,t
19/8 Crefden St,2,435000,2,2,0,2017,Western Metropolitan,Maidstone,u
35 Lindenow St,3,876000,3,1,420,,Western Metropolitan,Maidstone,h
4/30 Finlayson St,1,338000,1,1,0,1970,Southern Metropolitan,Malvern,u
8 Mitchell St,4,1340000,4,1,697,1920,Western Metropolitan,Maribyrnong,h
10 Castella Ct,3,450000,3,1,702,1970,Northern Metropolitan,Meadow Heights,h
23 Goodenia Cl,3,440000,3,1,570,1992,Northern Metropolitan,Meadow Heights,h
61/299 Queen St,2,1075000,2,2,0,,Northern Metropolitan,Melbourne,u
28 Atkin St,4,550000,4,2,1241,1970,Western Victoria,Melton,h
22 Bittern St,3,373500,3,2,586,1980,Western Victoria,Melton,h
1/33 Staughton St,2,280500,2,1,180,1990,Western Victoria,Melton South,h
11/19 Brindisi St,2,640000,2,1,128,1972,South-Eastern Metropolitan,Mentone,u
21 Derwent St,4,1322000,4,2,556,,South-Eastern Metropolitan,Mentone,h
1/1 Franklin St,3,940000,3,1,331,1989,South-Eastern Metropolitan,Mentone,t
26 Coventry Cr,3,767500,3,2,649,,Northern Metropolitan,Mill Park,h
79 Freeman Cr,3,705000,3,2,531,,Northern Metropolitan,Mill Park,h
23 Galilee Cr,3,705000,3,2,840,1970,Northern Metropolitan,Mill Park,h
15 Heritage Dr,4,790000,4,2,530,1990,Northern Metropolitan,Mill Park,h
7 Mew Ct,4,676000,4,2,537,,Northern Metropolitan,Mill Park,h
15 Mockridge Dr,5,704500,5,3,656,1970,Northern Metropolitan,Mill Park,h
49 Romano Av,4,550000,4,2,531,1970,Northern Metropolitan,Mill Park,h
53 Romano Av,5,598000,5,3,531,1990,Northern Metropolitan,Mill Park,h
15 Warburton Ct,3,592000,3,1,622,1992,Northern Metropolitan,Mill Park,h
11 Woolnough Dr,3,602000,3,1,546,1977,Northern Metropolitan,Mill Park,h
8 Peel St,3,1095000,3,1,493,,Eastern Metropolitan,Mitcham,h
4/12 Victoria Av,2,480000,2,1,72,2006,Eastern Metropolitan,Mitcham,h
44 Richards Rd,4,735000,4,2,846,1980,Eastern Victoria,Montrose,h
15 Grandison St,1,1425500,1,1,552,,Western Metropolitan,Moonee Ponds,h
74 Vine St,3,1320000,3,1,459,,Western Metropolitan,Moonee Ponds,h
102 Waverley St,4,1270000,4,1,478,1925,Western Metropolitan,Moonee Ponds,h
5 Byron Ct,3,650000,3,2,1103,1976,Eastern Victoria,Mooroolbark,h
49 Jenkins St,4,1400000,4,2,530,2007,South-Eastern Metropolitan,Mordialloc,h
9A Montgomery St,3,1627000,3,2,304,2007,South-Eastern Metropolitan,Mordialloc,t
1 Kingswood Av,3,1150000,3,2,650,,Eastern Metropolitan,Mount Waverley,h
2/9 Mummery St,3,1375000,3,2,366,,Eastern Metropolitan,Mount Waverley,t
45 Oakern St,3,850000,3,1,288,,Eastern Metropolitan,Mount Waverley,h
15 Virginia St,3,1850000,3,1,717,1960,Eastern Metropolitan,Mount Waverley,h
3 Catesby Cl,5,1016000,5,2,873,,South-Eastern Metropolitan,Mulgrave,h
1 Sutherland Ct,4,992000,4,2,790,,South-Eastern Metropolitan,Mulgrave,h
6 Gerald St,4,1820000,4,2,632,1915,Southern Metropolitan,Murrumbeena,h
22 Reid St,3,1620000,3,2,669,,Southern Metropolitan,Murrumbeena,h
32 Collingwood Rd,3,1000000,3,1,366,,Western Metropolitan,Newport,h
200 Railway Pde,3,650000,3,1,637,,South-Eastern Metropolitan,Noble Park,h
39/101 Leveson St,2,785000,2,2,0,2008,Northern Metropolitan,North Melbourne,u
306/68 Leveson St,2,620000,2,1,0,,Northern Metropolitan,North Melbourne,u
12 Milton St,3,1040000,3,1,728,,Eastern Metropolitan,Nunawading,h
3/29 Mount Pleasant Rd,2,676000,2,1,149,1970,Eastern Metropolitan,Nunawading,u
8 Olwen St,3,1002000,3,1,598,1960,Eastern Metropolitan,Nunawading,h
1/44 Shady Gr,4,1175000,4,3,289,2011,Eastern Metropolitan,Nunawading,t
32 Stamford Rd,3,1365000,3,2,655,1960,Southern Metropolitan,Oakleigh,h
1/22 Nonna St,3,875000,3,2,295,2006,Southern Metropolitan,Oakleigh East,h
8 Cedar Ct,3,880000,3,2,504,,South-Eastern Metropolitan,Oakleigh South,h
19 Murumba Dr,3,1150000,3,1,509,,South-Eastern Metropolitan,Oakleigh South,h
4/1248 North Rd,4,774000,4,2,0,2000,South-Eastern Metropolitan,Oakleigh South,u
6 Sinclair St,3,1122000,3,1,732,,South-Eastern Metropolitan,Oakleigh South,h
2/50 Lillimur Rd,1,327000,1,1,0,1960,Southern Metropolitan,Ormond,u
300 Tucker Rd,4,1900000,4,2,700,1920,Southern Metropolitan,Ormond,h
1/168 Beach Rd,4,2185000,4,2,220,2010,South-Eastern Metropolitan,Parkdale,h
22 Emu La,2,800000,2,1,145,,Northern Metropolitan,Parkville,t
8A Tangyes St,3,1210000,3,2,330,2012,Northern Metropolitan,Pascoe Vale,h
120/99 Dow St,2,635000,2,2,2166,,Southern Metropolitan,Port Melbourne,u
610/220 Commercial Rd,2,1003000,2,2,0,2003,Southern Metropolitan,Prahran,u
11 Milton Cr,2,820000,2,1,155,,Northern Metropolitan,Preston,h
24 Mitchell St,3,1150000,3,0,502,,Northern Metropolitan,Preston,h
23 Acheron Av,3,925000,3,1,676,1940,Northern Metropolitan,Reservoir,h
48 Crevelli St,3,526250,3,1,308,,Northern Metropolitan,Reservoir,h
24 Daleglen St,1,351000,1,1,168,1950,Northern Metropolitan,Reservoir,h
2 Kerang Av,3,760000,3,1,606,,Northern Metropolitan,Reservoir,h
82 Radford Rd,3,690000,3,1,514,1960,Northern Metropolitan,Reservoir,h
9/343 Church St,2,715000,2,1,2427,,Northern Metropolitan,Richmond,u
5/33 Goodwood St,2,630000,2,1,0,1970,Northern Metropolitan,Richmond,u
334 Highett St,2,1200000,2,2,189,,Northern Metropolitan,Richmond,h
5 Jacks Pl,4,1725000,4,2,1016,2002,Eastern Metropolitan,Ringwood,h
1/13 Maidstone St,2,633000,2,1,123,2005,Eastern Metropolitan,Ringwood,h
1 Tweed St,4,1090000,4,1,894,1950,Eastern Metropolitan,Ringwood East,h
45 Severn Cr,4,936000,4,2,675,1980,South-Eastern Metropolitan,Rowville,h
18 Yvette Dr,3,860000,3,2,537,2001,South-Eastern Metropolitan,Rowville,h
154 Abbott St,4,850000,4,3,709,2017,Southern Metropolitan,Sandringham,h
17 Gilbert Ct,3,1000000,3,2,1088,,Eastern Metropolitan,Scoresby,h
20 Hope Pl,3,640000,3,2,531,1990,Western Metropolitan,Seabrook,h
43 Molesworth St,4,800000,4,2,1151,1969,South-Eastern Metropolitan,Seaford,h
1 Reilly Pl,3,1720000,3,2,81,1998,Southern Metropolitan,South Melbourne,h
35 Cobblestone Dr,3,690000,3,2,545,2005,Northern Metropolitan,South Morang,h
28 Kestrel Rd,4,875000,4,2,613,2004,Northern Metropolitan,South Morang,h
3/32 Kumara Cct,3,420000,3,2,155,2011,Northern Metropolitan,South Morang,t
28 Rolain Av,4,677500,4,2,609,2005,Northern Metropolitan,South Morang,h
2/45 Caroline St,2,600000,2,1,876,1972,Southern Metropolitan,South Yarra,u
308/800 Chapel St,2,762500,2,1,17200,2003,Southern Metropolitan,South Yarra,u
639 Punt Rd,4,1855500,4,2,176,1880,Southern Metropolitan,South Yarra,h
64 Craig St,2,802000,2,1,174,1900,Western Metropolitan,Spotswood,h
13 Boonah St,3,1016000,3,1,572,,South-Eastern Metropolitan,Springvale,h
1 Aspen St,3,600000,3,2,532,,Western Metropolitan,St Albans,h
10 Leslie St,4,631000,4,1,559,1970,Western Metropolitan,St Albans,h
76 Perrett Av,3,711100,3,1,743,,Western Metropolitan,St Albans,h
21 Shirley St,3,582000,3,1,674,1960,Western Metropolitan,St Albans,h
35 Walter St,3,730000,3,1,609,,Western Metropolitan,St Albans,h
22/220 Barkly St,1,468000,1,1,0,2000,Southern Metropolitan,St Kilda,u
9/285 Barkly St,1,470000,1,1,548,2009,Southern Metropolitan,St Kilda,u
32 Carnarvon Rd,4,1140000,4,2,0,2005,Western Metropolitan,Strathmore,h
1/351 Napier St,3,750000,3,2,288,1970,Western Metropolitan,Strathmore,u
1 Hume St,3,487000,3,1,582,,Western Metropolitan,Sunbury,h
13 McComb St,4,410000,4,2,587,1986,Western Metropolitan,Sunbury,h
17 Mudie Av,4,512500,4,2,581,1960,Western Metropolitan,Sunbury,h
8 Kinnane Cr,3,830500,3,1,508,1950,Western Metropolitan,Sunshine,h
2/51 Cary St,2,429000,2,1,150,,Western Metropolitan,Sunshine North,u
27 Buckingham Cr,3,551000,3,1,613,1974,Western Metropolitan,Sunshine West,h
1/52 Drinkwater Cr,3,450000,3,1,283,1970,Western Metropolitan,Sunshine West,h
1/17 Albert Cr,2,781000,2,1,140,,Southern Metropolitan,Surrey Hills,t
28 Claire Wy,4,586000,4,2,462,2012,Western Metropolitan,Tarneit,h
5 Echo Av,4,496000,4,2,448,2008,Western Metropolitan,Tarneit,h
19 Athenry Tce,3,1280000,3,2,926,,Eastern Metropolitan,Templestowe,h
7 Clays Ct,4,1635000,4,3,896,1985,Eastern Metropolitan,Templestowe,h
2/55 Wood St,3,795000,3,2,217,,Eastern Metropolitan,Templestowe,t
5 Sophora Ct,3,1138000,3,2,706,1970,Eastern Metropolitan,Templestowe Lower,h
325 Forest Rd,3,477000,3,1,518,1960,Eastern Metropolitan,The Basin,h
18 Dakota Dr,3,605000,3,1,533,1975,Northern Metropolitan,Thomastown,h
13 Kemp Av,3,610000,3,1,544,1970,Northern Metropolitan,Thomastown,h
232 Main St,3,580000,3,1,538,1975,Northern Metropolitan,Thomastown,h
1/54 Pender St,1,415000,1,1,0,1970,Northern Metropolitan,Thornbury,u
159A Smith St,2,905000,2,1,225,1960,Northern Metropolitan,Thornbury,h
11/2 Theodore Ct,2,725000,2,1,0,,Southern Metropolitan,Toorak,u
15/256 Williams Rd,1,577000,1,1,0,1970,Southern Metropolitan,Toorak,u
4 Romek Wy,3,451000,3,2,347,2010,Western Metropolitan,Truganina,h
2/46 Westmeadows La,3,453350,3,2,315,,Western Metropolitan,Truganina,u
19 Gordon St,4,895000,4,2,700,1999,Western Metropolitan,Tullamarine,h
1/119 Melrose Dr,4,586000,4,1,0,1975,Western Metropolitan,Tullamarine,h
10/1401 High Street Rd,3,570000,3,1,190,2000,Eastern Metropolitan,Wantirna South,u
6/17 Pach Rd,3,778000,3,2,306,2012,Eastern Metropolitan,Wantirna South,h
1 Riverpark Dr,4,1055000,4,2,652,1997,Eastern Metropolitan,Wantirna South,h
37 Huntley St,3,790000,3,1,527,,Northern Metropolitan,Watsonia North,h
2 Brookville Av,4,514000,4,2,639,2000,Western Metropolitan,Werribee,h
9 Sherrin Ct,3,529000,3,2,847,1980,Western Metropolitan,Werribee,h
46 Vincent Cr,3,484000,3,1,531,1960,Western Metropolitan,Werribee,h
125/33 Jeffcott St,2,670000,2,1,17,1996,Northern Metropolitan,West Melbourne,u
207/493 Victoria St,2,510000,2,1,75,2007,Northern Metropolitan,West Melbourne,u
14 Devenish Ct,3,410000,3,1,542,1970,Northern Metropolitan,Westmeadows,h
14 Duncan Ct,4,675000,4,2,744,,Northern Metropolitan,Westmeadows,h
7 Alfred Pl,3,1200000,3,2,159,,Western Metropolitan,Williamstown,h
2/87 Railway Cr,2,650000,2,1,0,,Western Metropolitan,Williamstown,u
8/9 The Avenue,1,410000,1,1,0,1960,Southern Metropolitan,Windsor,u
112 Eureka Dr,4,478000,4,2,400,2008,Western Metropolitan,Wyndham Vale,h
34 Aminya Cr,4,743500,4,2,600,,Northern Metropolitan,Yallambie,h
62 Stephen St,3,1285000,3,1,284,1900,Western Metropolitan,Yarraville,h
3/367 Williamstown Rd,2,440000,2,1,100,,Western Metropolitan,Yarraville,u
143 Charles St,3,1635000,3,1,142,1880,Northern Metropolitan,Abbotsford,h
10 James St,2,940000,2,1,424,,Northern Metropolitan,Abbotsford,h
17 Valiant St,3,1375000,3,1,299,,Northern Metropolitan,Abbotsford,h
1/50 Valiant St,4,1525000,4,2,102,,Northern Metropolitan,Abbotsford,t
241 Buckley St,4,1380000,4,2,766,,Western Metropolitan,Aberfeldie,h
18a Creswell Av,3,700000,3,2,239,,Western Metropolitan,Airport West,u
44 Moorna Dr,4,950000,4,2,255,,Western Metropolitan,Airport West,t
51a President Rd,2,415000,2,1,218,,Western Metropolitan,Albanvale,u
30 Kelvin Rd,3,1625000,3,2,300,,Northern Metropolitan,Alphington,h
232 Blyth St,3,1225000,3,1,697,1970,Western Metropolitan,Altona,h
1/22 Harrington St,3,660000,3,1,211,,Western Metropolitan,Altona,u
41 Maidstone St,3,767000,3,2,305,2005,Western Metropolitan,Altona,u
1 Sheppard Ct,4,810000,4,2,749,1989,Western Metropolitan,Altona Meadows,h
9 Baldwin St,2,1480000,2,1,369,1925,Southern Metropolitan,Armadale,h
21/62 Wattletree Rd,2,821000,2,2,3093,2006,Southern Metropolitan,Armadale,u
29 Myrnong Cr,3,1250000,3,1,327,,Western Metropolitan,Ascot Vale,h
2/6 Ramu Gr,4,1520000,4,3,267,2012,Southern Metropolitan,Ashburton,t
19 Ward St,3,2299500,3,2,634,1940,Southern Metropolitan,Ashburton,h
1 Wildoer Dr,3,951000,3,2,553,,South-Eastern Metropolitan,Aspendale Gardens,h
9/36 The Avenue,2,700000,2,0,0,,Southern Metropolitan,Balaclava,u
4/8 Bevan St,2,614000,2,1,0,,Southern Metropolitan,Balwyn,u
54 Northcote Av,4,2360000,4,3,848,1926,Southern Metropolitan,Balwyn,h
260 Union Rd,3,1750000,3,3,790,,Southern Metropolitan,Balwyn,h
45A Helston St,4,1460000,4,2,433,1955,Southern Metropolitan,Balwyn North,h
1A Kawarren St,3,1360000,3,2,424,,Southern Metropolitan,Balwyn North,h
26 Maylands Av,3,1739000,3,1,638,,Southern Metropolitan,Balwyn North,h
4/22 Grandview Gr,3,720000,3,2,255,,Eastern Metropolitan,Bayswater,h
14 Cavell Ct,5,1780000,5,3,613,,Southern Metropolitan,Beaumaris,h
95 Pellatt St,4,1611000,4,2,650,,Southern Metropolitan,Beaumaris,h
4 Erica Ct,3,1006000,3,1,758,,Eastern Metropolitan,Bellfield,h
22 Atkinson St,4,1700000,4,2,673,2014,Southern Metropolitan,Bentleigh,h
60A Fromer St,4,1280000,4,3,306,2014,Southern Metropolitan,Bentleigh,t
15A Windsor Av,4,1750000,4,3,429,2013,Southern Metropolitan,Bentleigh,t
4 Carmel Ct,3,1175000,3,1,700,,Southern Metropolitan,Bentleigh East,h
9 Edith Ct,3,1290000,3,1,537,,Southern Metropolitan,Bentleigh East,h
3 Ellaswood Cl,4,683000,4,2,670,,Eastern Victoria,Berwick,h
3 Whitton Ct,4,1730000,4,2,675,,Southern Metropolitan,Black Rock,h
140 Surrey Rd,3,1100000,3,1,492,1957,Eastern Metropolitan,Blackburn,h
5 Hibiscus Rd,4,1250000,4,2,580,1965,Eastern Metropolitan,Blackburn North,h
17 Drummond St,3,1246000,3,1,702,,Eastern Metropolitan,Blackburn South,h
1/347 Boronia Rd,4,740000,4,2,261,,Eastern Metropolitan,Boronia,t
13 Patricia St,3,1525000,3,1,904,,Eastern Metropolitan,Box Hill,h
2/1129 Whitehorse Rd,2,730000,2,2,126,2012,Eastern Metropolitan,Box Hill,t
31 Boyce Av,3,830000,3,1,905,1962,Eastern Metropolitan,Briar Hill,h
